id,retrieval_type,top_k,question,gold_source,retrieved_sources,hit,reciprocal_rank,latency_ms
17,mmr,5,系统如何判断一个文件是否已经入库且没有发生变化？,09_incremental_ingestion.txt,14_semantic_vs_keyword.txt | 12_rag_metadata.txt | 09_incremental_ingestion.txt | 08_fastapi_streamlit.txt | 18_similarity_redundancy.txt,1,0.3333,2112.01
18,mmr,5,文件内容发生变化后增量入库会执行什么流程？,09_incremental_ingestion.txt,14_semantic_vs_keyword.txt | 08_fastapi_streamlit.txt | 11_rag_hallucination.txt | 12_rag_metadata.txt | 18_similarity_redundancy.txt,0,0.0,2171.85
19,mmr,5,Hit@K 主要评价检索系统的什么能力？,10_evaluation.txt,29_hit_at_k.txt | 17_topk_tradeoff.txt | 24_qwen_role.txt | 26_streamlit_ui.txt | 04_similarity.txt,0,0.0,2199.07
20,mmr,5,MRR 和 Hit@K 的关注重点有什么区别？,10_evaluation.txt,30_mrr.txt | 10_evaluation.txt | 29_hit_at_k.txt | 17_topk_tradeoff.txt | 24_qwen_role.txt,1,0.5,2196.63
21,mmr,5,RAG 为什么能够降低大语言模型产生幻觉的风险？,11_rag_hallucination.txt,11_rag_hallucination.txt | 01_rag_basics.txt | 12_rag_metadata.txt | 10_evaluation.txt | 25_fastapi_endpoint.txt,1,1.0,2098.83
22,mmr,5,如果检索阶段返回了错误文档，生成结果可能出现什么问题？,11_rag_hallucination.txt,14_semantic_vs_keyword.txt | 11_rag_hallucination.txt | 09_incremental_ingestion.txt | 04_similarity.txt | 08_fastapi_streamlit.txt,1,0.5,2122.23
23,mmr,5,向量数据库中的 metadata 可以用于哪些功能？,12_rag_metadata.txt,16_vector_metadata_filter.txt | 12_rag_metadata.txt | 03_chromadb.txt | 17_topk_tradeoff.txt | 20_mmr_lambda.txt,1,0.5,2176.02
24,mmr,5,PDF 文档的页码信息通常存放在哪里？,12_rag_metadata.txt,12_rag_metadata.txt | 26_streamlit_ui.txt | 11_rag_hallucination.txt | 14_semantic_vs_keyword.txt | 04_similarity.txt,1,1.0,2158.67
25,mmr,5,当前 nomic-embed-text 输出的向量维度是多少？,13_embedding_dimension.txt,13_embedding_dimension.txt | 23_ollama_privacy.txt | 14_semantic_vs_keyword.txt | 26_streamlit_ui.txt | 28_manifest.txt,1,1.0,2080.63
26,mmr,5,为什么更换 Embedding 模型后通常需要重新构建向量库？,13_embedding_dimension.txt,13_embedding_dimension.txt | 02_embeddings.txt | 07_ollama.txt | 14_semantic_vs_keyword.txt | 03_chromadb.txt,1,1.0,2099.64
27,mmr,5,语义检索相比关键词检索有什么优势？,14_semantic_vs_keyword.txt,18_similarity_redundancy.txt | 14_semantic_vs_keyword.txt | 16_vector_metadata_filter.txt | 26_streamlit_ui.txt | 11_rag_hallucination.txt,1,0.5,2104.16
28,mmr,5,表达方式不同但意思相近的问题为什么仍可能被检索出来？,14_semantic_vs_keyword.txt,17_topk_tradeoff.txt | 14_semantic_vs_keyword.txt | 09_incremental_ingestion.txt | 22_chunk_size.txt | 26_streamlit_ui.txt,1,0.5,2076.8
29,mmr,5,ChromaDB 持久化存储有什么作用？,15_chroma_persistence.txt,03_chromadb.txt | 15_chroma_persistence.txt | 24_qwen_role.txt | 27_sha256.txt | 30_mrr.txt,1,0.5,2096.58
30,mmr,5,为什么 chroma_db 目录不适合提交到 GitHub？,15_chroma_persistence.txt,15_chroma_persistence.txt | 03_chromadb.txt | 28_manifest.txt | 07_ollama.txt | 17_topk_tradeoff.txt,1,1.0,2108.6
31,mmr,5,向量数据库的 metadata filter 可以实现什么功能？,16_vector_metadata_filter.txt,16_vector_metadata_filter.txt | 12_rag_metadata.txt | 20_mmr_lambda.txt | 24_qwen_role.txt | 08_fastapi_streamlit.txt,1,1.0,2214.78
32,mmr,5,增量更新时系统如何定位需要删除的旧版本向量？,16_vector_metadata_filter.txt,16_vector_metadata_filter.txt | 17_topk_tradeoff.txt | 23_ollama_privacy.txt | 14_semantic_vs_keyword.txt | 26_streamlit_ui.txt,1,1.0,2078.47
33,mmr,5,Top-K 设置得过小可能导致什么问题？,17_topk_tradeoff.txt,17_topk_tradeoff.txt | 04_similarity.txt | 19_mmr_fetchk.txt | 29_hit_at_k.txt | 26_streamlit_ui.txt,1,1.0,2089.89
34,mmr,5,为什么不存在对所有数据集都最优的固定 Top-K？,17_topk_tradeoff.txt,17_topk_tradeoff.txt | 04_similarity.txt | 19_mmr_fetchk.txt | 22_chunk_size.txt | 26_streamlit_ui.txt,1,1.0,2103.7
35,mmr,5,Similarity Search 为什么可能返回多个内容高度重复的 chunk？,18_similarity_redundancy.txt,18_similarity_redundancy.txt | 04_similarity.txt | 21_chunk_overlap.txt | 22_chunk_size.txt | 03_chromadb.txt,1,1.0,2069.79
36,mmr,5,MMR 能缓解普通相似度检索中的什么问题？,18_similarity_redundancy.txt,19_mmr_fetchk.txt | 20_mmr_lambda.txt | 18_similarity_redundancy.txt | 10_evaluation.txt | 29_hit_at_k.txt,1,0.3333,2079.78
37,mmr,5,MMR 中 fetch_k 和最终 k 的关系通常是什么？,19_mmr_fetchk.txt,19_mmr_fetchk.txt | 29_hit_at_k.txt | 30_mrr.txt | 24_qwen_role.txt | 18_similarity_redundancy.txt,1,1.0,2114.91
38,mmr,5,本项目的默认 mmr_fetch_k 设置为多少？,19_mmr_fetchk.txt,19_mmr_fetchk.txt | 20_mmr_lambda.txt | 29_hit_at_k.txt | 24_qwen_role.txt | 16_vector_metadata_filter.txt,1,1.0,2174.58
39,mmr,5,MMR 中 lambda_mult 用来控制什么？,20_mmr_lambda.txt,20_mmr_lambda.txt | 05_mmr.txt | 19_mmr_fetchk.txt | 29_hit_at_k.txt | 16_vector_metadata_filter.txt,1,1.0,2121.37
40,mmr,5,本项目默认的 lambda_mult 是多少？,20_mmr_lambda.txt,20_mmr_lambda.txt | 16_vector_metadata_filter.txt | 17_topk_tradeoff.txt | 07_ollama.txt | 26_streamlit_ui.txt,1,1.0,2114.5
41,mmr,5,本项目的 chunk_overlap 设置为多少？,21_chunk_overlap.txt,21_chunk_overlap.txt | 22_chunk_size.txt | 06_chunking.txt | 16_vector_metadata_filter.txt | 20_mmr_lambda.txt,1,1.0,2116.69
42,mmr,5,chunk_overlap 设置过大会带来什么问题？,21_chunk_overlap.txt,21_chunk_overlap.txt | 22_chunk_size.txt | 06_chunking.txt | 16_vector_metadata_filter.txt | 20_mmr_lambda.txt,1,1.0,2180.96
43,mmr,5,本项目默认的 chunk_size 是多少？,22_chunk_size.txt,22_chunk_size.txt | 21_chunk_overlap.txt | 16_vector_metadata_filter.txt | 17_topk_tradeoff.txt | 20_mmr_lambda.txt,1,1.0,2104.8
44,mmr,5,为什么比较检索算法时应该保持 chunk_size 不变？,22_chunk_size.txt,22_chunk_size.txt | 06_chunking.txt | 18_similarity_redundancy.txt | 12_rag_metadata.txt | 27_sha256.txt,1,1.0,2217.55
45,mmr,5,使用本地 Ollama 对知识库数据隐私有什么好处？,23_ollama_privacy.txt,07_ollama.txt | 23_ollama_privacy.txt | 26_streamlit_ui.txt | rag_test.txt | 16_vector_metadata_filter.txt,1,0.5,2083.68
46,mmr,5,当前项目中哪些模型通过 Ollama 在本地运行？,23_ollama_privacy.txt,07_ollama.txt | 23_ollama_privacy.txt | 26_streamlit_ui.txt | 16_vector_metadata_filter.txt | 04_similarity.txt,1,0.5,2124.54
47,mmr,5,Qwen2.5 3B 在这个 RAG 系统中承担什么职责？,24_qwen_role.txt,24_qwen_role.txt | 11_rag_hallucination.txt | 12_rag_metadata.txt | 23_ollama_privacy.txt | 25_fastapi_endpoint.txt,1,1.0,2123.41
48,mmr,5,Hit@K 和 MRR 主要评测生成模型还是检索器？,24_qwen_role.txt,29_hit_at_k.txt | 10_evaluation.txt | 30_mrr.txt | 17_topk_tradeoff.txt | 24_qwen_role.txt,1,0.2,2160.13
49,mmr,5,系统的问答 API 路径是什么？,25_fastapi_endpoint.txt,25_fastapi_endpoint.txt | 26_streamlit_ui.txt | 07_ollama.txt | 16_vector_metadata_filter.txt | 24_qwen_role.txt,1,1.0,2184.33
50,mmr,5,FastAPI 的 Swagger 页面在开发中可以用来做什么？,25_fastapi_endpoint.txt,25_fastapi_endpoint.txt | 08_fastapi_streamlit.txt | 26_streamlit_ui.txt | 29_hit_at_k.txt | 15_chroma_persistence.txt,1,1.0,2180.27
