id,retrieval_type,top_k,question,gold_sources,retrieved_sources,matched_source,first_relevant_rank,hit,reciprocal_rank,latency_ms
19,mmr,4,Hit@K 主要评价检索系统的什么能力？,10_evaluation.txt | 29_hit_at_k.txt,29_hit_at_k.txt | 24_qwen_role.txt | 26_streamlit_ui.txt | 04_similarity.txt,29_hit_at_k.txt,1,1,1.0,2107.44
20,mmr,4,MRR 和 Hit@K 的关注重点有什么区别？,10_evaluation.txt,30_mrr.txt | 29_hit_at_k.txt | 17_topk_tradeoff.txt | 24_qwen_role.txt,,,0,0.0,2140.46
21,mmr,4,RAG 为什么能够降低大语言模型产生幻觉的风险？,11_rag_hallucination.txt,11_rag_hallucination.txt | 01_rag_basics.txt | 12_rag_metadata.txt | 25_fastapi_endpoint.txt,11_rag_hallucination.txt,1,1,1.0,2098.46
22,mmr,4,如果检索阶段返回了错误文档，生成结果可能出现什么问题？,11_rag_hallucination.txt,14_semantic_vs_keyword.txt | 11_rag_hallucination.txt | 04_similarity.txt | 08_fastapi_streamlit.txt,11_rag_hallucination.txt,2,1,0.5,2100.62
23,mmr,4,向量数据库中的 metadata 可以用于哪些功能？,12_rag_metadata.txt | 03_chromadb.txt | 16_vector_metadata_filter.txt,16_vector_metadata_filter.txt | 12_rag_metadata.txt | 03_chromadb.txt | 20_mmr_lambda.txt,16_vector_metadata_filter.txt,1,1,1.0,2139.55
24,mmr,4,PDF 文档的页码信息通常存放在哪里？,12_rag_metadata.txt | 08_fastapi_streamlit.txt,12_rag_metadata.txt | 26_streamlit_ui.txt | 14_semantic_vs_keyword.txt | 04_similarity.txt,12_rag_metadata.txt,1,1,1.0,2081.03
25,mmr,4,当前 nomic-embed-text 输出的向量维度是多少？,13_embedding_dimension.txt | 02_embeddings.txt,13_embedding_dimension.txt | 23_ollama_privacy.txt | 14_semantic_vs_keyword.txt | 26_streamlit_ui.txt,13_embedding_dimension.txt,1,1,1.0,2103.4
26,mmr,4,为什么更换 Embedding 模型后通常需要重新构建向量库？,13_embedding_dimension.txt,13_embedding_dimension.txt | 02_embeddings.txt | 07_ollama.txt | 03_chromadb.txt,13_embedding_dimension.txt,1,1,1.0,2111.46
27,mmr,4,语义检索相比关键词检索有什么优势？,14_semantic_vs_keyword.txt | 02_embeddings.txt,18_similarity_redundancy.txt | 16_vector_metadata_filter.txt | 26_streamlit_ui.txt | 11_rag_hallucination.txt,,,0,0.0,2153.65
28,mmr,4,表达方式不同但意思相近的问题为什么仍可能被检索出来？,14_semantic_vs_keyword.txt | 02_embeddings.txt,17_topk_tradeoff.txt | 14_semantic_vs_keyword.txt | 22_chunk_size.txt | 26_streamlit_ui.txt,14_semantic_vs_keyword.txt,2,1,0.5,2105.53
29,mmr,4,ChromaDB 持久化存储有什么作用？,15_chroma_persistence.txt | 03_chromadb.txt,03_chromadb.txt | 15_chroma_persistence.txt | 27_sha256.txt | 30_mrr.txt,03_chromadb.txt,1,1,1.0,2079.83
30,mmr,4,为什么 chroma_db 目录不适合提交到 GitHub？,15_chroma_persistence.txt,15_chroma_persistence.txt | 03_chromadb.txt | 28_manifest.txt | 17_topk_tradeoff.txt,15_chroma_persistence.txt,1,1,1.0,2079.21
31,mmr,4,向量数据库的 metadata filter 可以实现什么功能？,16_vector_metadata_filter.txt | 12_rag_metadata.txt,16_vector_metadata_filter.txt | 12_rag_metadata.txt | 20_mmr_lambda.txt | 08_fastapi_streamlit.txt,16_vector_metadata_filter.txt,1,1,1.0,2099.99
32,mmr,4,增量更新时系统如何定位需要删除的旧版本向量？,16_vector_metadata_filter.txt | 09_incremental_ingestion.txt,16_vector_metadata_filter.txt | 17_topk_tradeoff.txt | 23_ollama_privacy.txt | 26_streamlit_ui.txt,16_vector_metadata_filter.txt,1,1,1.0,2115.03
33,mmr,4,Top-K 设置得过小可能导致什么问题？,17_topk_tradeoff.txt | 04_similarity.txt,17_topk_tradeoff.txt | 04_similarity.txt | 19_mmr_fetchk.txt | 26_streamlit_ui.txt,17_topk_tradeoff.txt,1,1,1.0,2141.97
34,mmr,4,为什么不存在对所有数据集都最优的固定 Top-K？,17_topk_tradeoff.txt,17_topk_tradeoff.txt | 04_similarity.txt | 22_chunk_size.txt | 26_streamlit_ui.txt,17_topk_tradeoff.txt,1,1,1.0,2065.8
35,mmr,4,Similarity Search 为什么可能返回多个内容高度重复的 chunk？,18_similarity_redundancy.txt | 04_similarity.txt | 21_chunk_overlap.txt,18_similarity_redundancy.txt | 04_similarity.txt | 22_chunk_size.txt | 03_chromadb.txt,18_similarity_redundancy.txt,1,1,1.0,2100.37
36,mmr,4,MMR 能缓解普通相似度检索中的什么问题？,18_similarity_redundancy.txt | 05_mmr.txt,19_mmr_fetchk.txt | 20_mmr_lambda.txt | 18_similarity_redundancy.txt | 10_evaluation.txt,18_similarity_redundancy.txt,3,1,0.3333,2111.08
37,mmr,4,MMR 中 fetch_k 和最终 k 的关系通常是什么？,19_mmr_fetchk.txt | 05_mmr.txt,19_mmr_fetchk.txt | 29_hit_at_k.txt | 24_qwen_role.txt | 18_similarity_redundancy.txt,19_mmr_fetchk.txt,1,1,1.0,2241.56
38,mmr,4,本项目的默认 mmr_fetch_k 设置为多少？,19_mmr_fetchk.txt | 05_mmr.txt,19_mmr_fetchk.txt | 20_mmr_lambda.txt | 24_qwen_role.txt | 16_vector_metadata_filter.txt,19_mmr_fetchk.txt,1,1,1.0,2088.31
39,mmr,4,MMR 中 lambda_mult 用来控制什么？,20_mmr_lambda.txt | 05_mmr.txt,20_mmr_lambda.txt | 05_mmr.txt | 19_mmr_fetchk.txt | 29_hit_at_k.txt,20_mmr_lambda.txt,1,1,1.0,2105.78
40,mmr,4,本项目默认的 lambda_mult 是多少？,20_mmr_lambda.txt | 05_mmr.txt,20_mmr_lambda.txt | 16_vector_metadata_filter.txt | 07_ollama.txt | 26_streamlit_ui.txt,20_mmr_lambda.txt,1,1,1.0,2122.05
41,mmr,4,本项目的 chunk_overlap 设置为多少？,21_chunk_overlap.txt | 06_chunking.txt,21_chunk_overlap.txt | 22_chunk_size.txt | 06_chunking.txt | 16_vector_metadata_filter.txt,21_chunk_overlap.txt,1,1,1.0,2146.51
42,mmr,4,chunk_overlap 设置过大会带来什么问题？,21_chunk_overlap.txt | 06_chunking.txt,21_chunk_overlap.txt | 22_chunk_size.txt | 06_chunking.txt | 20_mmr_lambda.txt,21_chunk_overlap.txt,1,1,1.0,2111.71
43,mmr,4,本项目默认的 chunk_size 是多少？,22_chunk_size.txt | 06_chunking.txt,22_chunk_size.txt | 16_vector_metadata_filter.txt | 17_topk_tradeoff.txt | 20_mmr_lambda.txt,22_chunk_size.txt,1,1,1.0,2081.93
44,mmr,4,为什么比较检索算法时应该保持 chunk_size 不变？,22_chunk_size.txt | 06_chunking.txt,22_chunk_size.txt | 18_similarity_redundancy.txt | 12_rag_metadata.txt | 27_sha256.txt,22_chunk_size.txt,1,1,1.0,2080.29
45,mmr,4,使用本地 Ollama 对知识库数据隐私有什么好处？,23_ollama_privacy.txt | 07_ollama.txt,07_ollama.txt | 23_ollama_privacy.txt | 26_streamlit_ui.txt | 16_vector_metadata_filter.txt,07_ollama.txt,1,1,1.0,2090.27
46,mmr,4,当前项目中哪些模型通过 Ollama 在本地运行？,23_ollama_privacy.txt | 07_ollama.txt,07_ollama.txt | 26_streamlit_ui.txt | 16_vector_metadata_filter.txt | 04_similarity.txt,07_ollama.txt,1,1,1.0,2114.2
47,mmr,4,Qwen2.5 3B 在这个 RAG 系统中承担什么职责？,24_qwen_role.txt | 07_ollama.txt,24_qwen_role.txt | 11_rag_hallucination.txt | 12_rag_metadata.txt | 23_ollama_privacy.txt,24_qwen_role.txt,1,1,1.0,2111.64
48,mmr,4,Hit@K 和 MRR 主要评测生成模型还是检索器？,24_qwen_role.txt | 10_evaluation.txt,29_hit_at_k.txt | 30_mrr.txt | 17_topk_tradeoff.txt | 24_qwen_role.txt,24_qwen_role.txt,4,1,0.25,2108.95
49,mmr,4,系统的问答 API 路径是什么？,25_fastapi_endpoint.txt | 08_fastapi_streamlit.txt,25_fastapi_endpoint.txt | 26_streamlit_ui.txt | 07_ollama.txt | 16_vector_metadata_filter.txt,25_fastapi_endpoint.txt,1,1,1.0,2250.69
50,mmr,4,FastAPI 的 Swagger 页面在开发中可以用来做什么？,25_fastapi_endpoint.txt,25_fastapi_endpoint.txt | 26_streamlit_ui.txt | 29_hit_at_k.txt | 15_chroma_persistence.txt,25_fastapi_endpoint.txt,1,1,1.0,2086.23
1,mmr,5,RAG 的主要作用是什么？,01_rag_basics.txt,11_rag_hallucination.txt | 12_rag_metadata.txt | 01_rag_basics.txt | 10_evaluation.txt | 22_chunk_size.txt,01_rag_basics.txt,3,1,0.3333,2079.63
2,mmr,5,为什么更新 RAG 知识库通常不需要重新训练大语言模型？,01_rag_basics.txt,11_rag_hallucination.txt | 01_rag_basics.txt | 12_rag_metadata.txt | 24_qwen_role.txt | 10_evaluation.txt,01_rag_basics.txt,2,1,0.5,2079.19
3,mmr,5,Embedding 在 RAG 系统中主要负责什么？,02_embeddings.txt,01_rag_basics.txt | 11_rag_hallucination.txt | rag_test.txt | 13_embedding_dimension.txt | 12_rag_metadata.txt,,,0,0.0,2094.38
4,mmr,5,当前项目使用的本地文本向量模型是什么？,02_embeddings.txt | 07_ollama.txt | 13_embedding_dimension.txt | 23_ollama_privacy.txt | rag_test.txt,16_vector_metadata_filter.txt | 23_ollama_privacy.txt | 14_semantic_vs_keyword.txt | 26_streamlit_ui.txt | 04_similarity.txt,23_ollama_privacy.txt,2,1,0.5,2107.42
5,mmr,5,本项目使用哪个数据库存储文本向量？,03_chromadb.txt | 15_chroma_persistence.txt | rag_test.txt,16_vector_metadata_filter.txt | 04_similarity.txt | 14_semantic_vs_keyword.txt | 26_streamlit_ui.txt | 20_mmr_lambda.txt,,,0,0.0,2158.97
6,mmr,5,ChromaDB 除了向量以外还可以保存哪些信息？,03_chromadb.txt | 12_rag_metadata.txt,03_chromadb.txt | 15_chroma_persistence.txt | 27_sha256.txt | 11_rag_hallucination.txt | 17_topk_tradeoff.txt,03_chromadb.txt,1,1,1.0,2106.62
7,mmr,5,Similarity Search 中的 Top-K 表示什么？,04_similarity.txt | 17_topk_tradeoff.txt,04_similarity.txt | 18_similarity_redundancy.txt | 17_topk_tradeoff.txt | 10_evaluation.txt | 03_chromadb.txt,04_similarity.txt,1,1,1.0,2101.53
8,mmr,5,普通相似度检索可能存在哪种结果冗余问题？,04_similarity.txt | 18_similarity_redundancy.txt | 21_chunk_overlap.txt,18_similarity_redundancy.txt | 14_semantic_vs_keyword.txt | 26_streamlit_ui.txt | 17_topk_tradeoff.txt | 27_sha256.txt,18_similarity_redundancy.txt,1,1,1.0,2179.33
9,mmr,5,MMR 检索相比普通相似度检索增加了什么考虑？,05_mmr.txt | 18_similarity_redundancy.txt,19_mmr_fetchk.txt | 18_similarity_redundancy.txt | 20_mmr_lambda.txt | 10_evaluation.txt | 16_vector_metadata_filter.txt,18_similarity_redundancy.txt,2,1,0.5,2131.01
10,mmr,5,MMR 为什么通常需要先获取 fetch_k 个候选文本？,05_mmr.txt | 19_mmr_fetchk.txt,19_mmr_fetchk.txt | 05_mmr.txt | 20_mmr_lambda.txt | 29_hit_at_k.txt | 24_qwen_role.txt,19_mmr_fetchk.txt,1,1,1.0,2071.88
11,mmr,5,本项目使用什么工具切分长文档？,06_chunking.txt,16_vector_metadata_filter.txt | 14_semantic_vs_keyword.txt | 04_similarity.txt | 22_chunk_size.txt | 19_mmr_fetchk.txt,,,0,0.0,2090.72
12,mmr,5,文本切分时保留 overlap 有什么作用？,06_chunking.txt | 21_chunk_overlap.txt,21_chunk_overlap.txt | 06_chunking.txt | 14_semantic_vs_keyword.txt | 12_rag_metadata.txt | 04_similarity.txt,21_chunk_overlap.txt,1,1,1.0,2102.1
13,mmr,5,本项目使用 Ollama 的主要目的是什么？,07_ollama.txt | 23_ollama_privacy.txt,07_ollama.txt | 26_streamlit_ui.txt | 16_vector_metadata_filter.txt | 20_mmr_lambda.txt | 22_chunk_size.txt,07_ollama.txt,1,1,1.0,2089.22
14,mmr,5,Ollama 默认的本地服务地址是什么？,07_ollama.txt,07_ollama.txt | 23_ollama_privacy.txt | 26_streamlit_ui.txt | 03_chromadb.txt | 17_topk_tradeoff.txt,07_ollama.txt,1,1,1.0,2072.05
15,mmr,5,系统的后端接口框架和前端框架分别是什么？,08_fastapi_streamlit.txt,26_streamlit_ui.txt | 16_vector_metadata_filter.txt | 22_chunk_size.txt | 04_similarity.txt | 11_rag_hallucination.txt,,,0,0.0,2113.16
16,mmr,5,改进后的 sources 会返回哪些来源信息？,08_fastapi_streamlit.txt | 26_streamlit_ui.txt,26_streamlit_ui.txt | 18_similarity_redundancy.txt | 11_rag_hallucination.txt | 17_topk_tradeoff.txt | 12_rag_metadata.txt,26_streamlit_ui.txt,1,1,1.0,2079.24
17,mmr,5,系统如何判断一个文件是否已经入库且没有发生变化？,09_incremental_ingestion.txt | 27_sha256.txt | 28_manifest.txt,14_semantic_vs_keyword.txt | 12_rag_metadata.txt | 09_incremental_ingestion.txt | 08_fastapi_streamlit.txt | 18_similarity_redundancy.txt,09_incremental_ingestion.txt,3,1,0.3333,2086.34
18,mmr,5,文件内容发生变化后增量入库会执行什么流程？,09_incremental_ingestion.txt | 28_manifest.txt,14_semantic_vs_keyword.txt | 08_fastapi_streamlit.txt | 11_rag_hallucination.txt | 12_rag_metadata.txt | 18_similarity_redundancy.txt,,,0,0.0,2082.45
19,mmr,5,Hit@K 主要评价检索系统的什么能力？,10_evaluation.txt | 29_hit_at_k.txt,29_hit_at_k.txt | 17_topk_tradeoff.txt | 24_qwen_role.txt | 26_streamlit_ui.txt | 04_similarity.txt,29_hit_at_k.txt,1,1,1.0,2079.69
20,mmr,5,MRR 和 Hit@K 的关注重点有什么区别？,10_evaluation.txt,30_mrr.txt | 10_evaluation.txt | 29_hit_at_k.txt | 17_topk_tradeoff.txt | 24_qwen_role.txt,10_evaluation.txt,2,1,0.5,2093.86
21,mmr,5,RAG 为什么能够降低大语言模型产生幻觉的风险？,11_rag_hallucination.txt,11_rag_hallucination.txt | 01_rag_basics.txt | 12_rag_metadata.txt | 10_evaluation.txt | 25_fastapi_endpoint.txt,11_rag_hallucination.txt,1,1,1.0,2112.08
22,mmr,5,如果检索阶段返回了错误文档，生成结果可能出现什么问题？,11_rag_hallucination.txt,14_semantic_vs_keyword.txt | 11_rag_hallucination.txt | 09_incremental_ingestion.txt | 04_similarity.txt | 08_fastapi_streamlit.txt,11_rag_hallucination.txt,2,1,0.5,2113.56
23,mmr,5,向量数据库中的 metadata 可以用于哪些功能？,12_rag_metadata.txt | 03_chromadb.txt | 16_vector_metadata_filter.txt,16_vector_metadata_filter.txt | 12_rag_metadata.txt | 03_chromadb.txt | 17_topk_tradeoff.txt | 20_mmr_lambda.txt,16_vector_metadata_filter.txt,1,1,1.0,2119.68
24,mmr,5,PDF 文档的页码信息通常存放在哪里？,12_rag_metadata.txt | 08_fastapi_streamlit.txt,12_rag_metadata.txt | 26_streamlit_ui.txt | 11_rag_hallucination.txt | 14_semantic_vs_keyword.txt | 04_similarity.txt,12_rag_metadata.txt,1,1,1.0,2084.43
25,mmr,5,当前 nomic-embed-text 输出的向量维度是多少？,13_embedding_dimension.txt | 02_embeddings.txt,13_embedding_dimension.txt | 23_ollama_privacy.txt | 14_semantic_vs_keyword.txt | 26_streamlit_ui.txt | 28_manifest.txt,13_embedding_dimension.txt,1,1,1.0,2099.97
26,mmr,5,为什么更换 Embedding 模型后通常需要重新构建向量库？,13_embedding_dimension.txt,13_embedding_dimension.txt | 02_embeddings.txt | 07_ollama.txt | 14_semantic_vs_keyword.txt | 03_chromadb.txt,13_embedding_dimension.txt,1,1,1.0,2107.69
27,mmr,5,语义检索相比关键词检索有什么优势？,14_semantic_vs_keyword.txt | 02_embeddings.txt,18_similarity_redundancy.txt | 14_semantic_vs_keyword.txt | 16_vector_metadata_filter.txt | 26_streamlit_ui.txt | 11_rag_hallucination.txt,14_semantic_vs_keyword.txt,2,1,0.5,2089.79
28,mmr,5,表达方式不同但意思相近的问题为什么仍可能被检索出来？,14_semantic_vs_keyword.txt | 02_embeddings.txt,17_topk_tradeoff.txt | 14_semantic_vs_keyword.txt | 09_incremental_ingestion.txt | 22_chunk_size.txt | 26_streamlit_ui.txt,14_semantic_vs_keyword.txt,2,1,0.5,2076.73
29,mmr,5,ChromaDB 持久化存储有什么作用？,15_chroma_persistence.txt | 03_chromadb.txt,03_chromadb.txt | 15_chroma_persistence.txt | 24_qwen_role.txt | 27_sha256.txt | 30_mrr.txt,03_chromadb.txt,1,1,1.0,2100.78
30,mmr,5,为什么 chroma_db 目录不适合提交到 GitHub？,15_chroma_persistence.txt,15_chroma_persistence.txt | 03_chromadb.txt | 28_manifest.txt | 07_ollama.txt | 17_topk_tradeoff.txt,15_chroma_persistence.txt,1,1,1.0,2112.8
31,mmr,5,向量数据库的 metadata filter 可以实现什么功能？,16_vector_metadata_filter.txt | 12_rag_metadata.txt,16_vector_metadata_filter.txt | 12_rag_metadata.txt | 20_mmr_lambda.txt | 24_qwen_role.txt | 08_fastapi_streamlit.txt,16_vector_metadata_filter.txt,1,1,1.0,2216.25
32,mmr,5,增量更新时系统如何定位需要删除的旧版本向量？,16_vector_metadata_filter.txt | 09_incremental_ingestion.txt,16_vector_metadata_filter.txt | 17_topk_tradeoff.txt | 23_ollama_privacy.txt | 14_semantic_vs_keyword.txt | 26_streamlit_ui.txt,16_vector_metadata_filter.txt,1,1,1.0,2085.79
33,mmr,5,Top-K 设置得过小可能导致什么问题？,17_topk_tradeoff.txt | 04_similarity.txt,17_topk_tradeoff.txt | 04_similarity.txt | 19_mmr_fetchk.txt | 29_hit_at_k.txt | 26_streamlit_ui.txt,17_topk_tradeoff.txt,1,1,1.0,2102.85
34,mmr,5,为什么不存在对所有数据集都最优的固定 Top-K？,17_topk_tradeoff.txt,17_topk_tradeoff.txt | 04_similarity.txt | 19_mmr_fetchk.txt | 22_chunk_size.txt | 26_streamlit_ui.txt,17_topk_tradeoff.txt,1,1,1.0,2230.89
35,mmr,5,Similarity Search 为什么可能返回多个内容高度重复的 chunk？,18_similarity_redundancy.txt | 04_similarity.txt | 21_chunk_overlap.txt,18_similarity_redundancy.txt | 04_similarity.txt | 21_chunk_overlap.txt | 22_chunk_size.txt | 03_chromadb.txt,18_similarity_redundancy.txt,1,1,1.0,2090.1
36,mmr,5,MMR 能缓解普通相似度检索中的什么问题？,18_similarity_redundancy.txt | 05_mmr.txt,19_mmr_fetchk.txt | 20_mmr_lambda.txt | 18_similarity_redundancy.txt | 10_evaluation.txt | 29_hit_at_k.txt,18_similarity_redundancy.txt,3,1,0.3333,2117.74
37,mmr,5,MMR 中 fetch_k 和最终 k 的关系通常是什么？,19_mmr_fetchk.txt | 05_mmr.txt,19_mmr_fetchk.txt | 29_hit_at_k.txt | 30_mrr.txt | 24_qwen_role.txt | 18_similarity_redundancy.txt,19_mmr_fetchk.txt,1,1,1.0,2085.74
38,mmr,5,本项目的默认 mmr_fetch_k 设置为多少？,19_mmr_fetchk.txt | 05_mmr.txt,19_mmr_fetchk.txt | 20_mmr_lambda.txt | 29_hit_at_k.txt | 24_qwen_role.txt | 16_vector_metadata_filter.txt,19_mmr_fetchk.txt,1,1,1.0,2090.74
39,mmr,5,MMR 中 lambda_mult 用来控制什么？,20_mmr_lambda.txt | 05_mmr.txt,20_mmr_lambda.txt | 05_mmr.txt | 19_mmr_fetchk.txt | 29_hit_at_k.txt | 16_vector_metadata_filter.txt,20_mmr_lambda.txt,1,1,1.0,2116.16
40,mmr,5,本项目默认的 lambda_mult 是多少？,20_mmr_lambda.txt | 05_mmr.txt,20_mmr_lambda.txt | 16_vector_metadata_filter.txt | 17_topk_tradeoff.txt | 07_ollama.txt | 26_streamlit_ui.txt,20_mmr_lambda.txt,1,1,1.0,2105.67
41,mmr,5,本项目的 chunk_overlap 设置为多少？,21_chunk_overlap.txt | 06_chunking.txt,21_chunk_overlap.txt | 22_chunk_size.txt | 06_chunking.txt | 16_vector_metadata_filter.txt | 20_mmr_lambda.txt,21_chunk_overlap.txt,1,1,1.0,2107.75
42,mmr,5,chunk_overlap 设置过大会带来什么问题？,21_chunk_overlap.txt | 06_chunking.txt,21_chunk_overlap.txt | 22_chunk_size.txt | 06_chunking.txt | 16_vector_metadata_filter.txt | 20_mmr_lambda.txt,21_chunk_overlap.txt,1,1,1.0,2129.3
43,mmr,5,本项目默认的 chunk_size 是多少？,22_chunk_size.txt | 06_chunking.txt,22_chunk_size.txt | 21_chunk_overlap.txt | 16_vector_metadata_filter.txt | 17_topk_tradeoff.txt | 20_mmr_lambda.txt,22_chunk_size.txt,1,1,1.0,2182.69
44,mmr,5,为什么比较检索算法时应该保持 chunk_size 不变？,22_chunk_size.txt | 06_chunking.txt,22_chunk_size.txt | 06_chunking.txt | 18_similarity_redundancy.txt | 12_rag_metadata.txt | 27_sha256.txt,22_chunk_size.txt,1,1,1.0,2077.04
45,mmr,5,使用本地 Ollama 对知识库数据隐私有什么好处？,23_ollama_privacy.txt | 07_ollama.txt,07_ollama.txt | 23_ollama_privacy.txt | 26_streamlit_ui.txt | rag_test.txt | 16_vector_metadata_filter.txt,07_ollama.txt,1,1,1.0,2077.76
46,mmr,5,当前项目中哪些模型通过 Ollama 在本地运行？,23_ollama_privacy.txt | 07_ollama.txt,07_ollama.txt | 23_ollama_privacy.txt | 26_streamlit_ui.txt | 16_vector_metadata_filter.txt | 04_similarity.txt,07_ollama.txt,1,1,1.0,2121.25
47,mmr,5,Qwen2.5 3B 在这个 RAG 系统中承担什么职责？,24_qwen_role.txt | 07_ollama.txt,24_qwen_role.txt | 11_rag_hallucination.txt | 12_rag_metadata.txt | 23_ollama_privacy.txt | 25_fastapi_endpoint.txt,24_qwen_role.txt,1,1,1.0,2113.92
48,mmr,5,Hit@K 和 MRR 主要评测生成模型还是检索器？,24_qwen_role.txt | 10_evaluation.txt,29_hit_at_k.txt | 10_evaluation.txt | 30_mrr.txt | 17_topk_tradeoff.txt | 24_qwen_role.txt,10_evaluation.txt,2,1,0.5,2081.53
49,mmr,5,系统的问答 API 路径是什么？,25_fastapi_endpoint.txt | 08_fastapi_streamlit.txt,25_fastapi_endpoint.txt | 26_streamlit_ui.txt | 07_ollama.txt | 16_vector_metadata_filter.txt | 24_qwen_role.txt,25_fastapi_endpoint.txt,1,1,1.0,2101.21
50,mmr,5,FastAPI 的 Swagger 页面在开发中可以用来做什么？,25_fastapi_endpoint.txt,25_fastapi_endpoint.txt | 08_fastapi_streamlit.txt | 26_streamlit_ui.txt | 29_hit_at_k.txt | 15_chroma_persistence.txt,25_fastapi_endpoint.txt,1,1,1.0,2115.54
